striker,non_striker,runs
I Sharma,UT Yadav,0
UT Yadav,I Sharma,0
CA Pujara,R Ashwin,2
R Ashwin,CA Pujara,0
CA Pujara,WP Saha,23
WP Saha,CA Pujara,0
J Yadav,I Sharma,0
I Sharma,J Yadav,0
A Mukund,KL Rahul,0
KL Rahul,A Mukund,32
KL Rahul,R Ashwin,0
R Ashwin,KL Rahul,7
KL Rahul,WP Saha,0
WP Saha,KL Rahul,1
KL Rahul,RA Jadeja,0
RA Jadeja,KL Rahul,3
KL Rahul,UT Yadav,0
UT Yadav,KL Rahul,0
CA Pujara,KK Nair,0
KK Nair,CA Pujara,23
WP Saha,UT Yadav,0
UT Yadav,WP Saha,1
WP Saha,I Sharma,0
I Sharma,WP Saha,2
RA Jadeja,I Sharma,0
I Sharma,RA Jadeja,0
KK Nair,AM Rahane,0
AM Rahane,KK Nair,5
WP Saha,Kuldeep Yadav,0
Kuldeep Yadav,WP Saha,0
Kuldeep Yadav,UT Yadav,0
UT Yadav,Kuldeep Yadav,2
A Mukund,S Dhawan,0
S Dhawan,A Mukund,28
R Ashwin,HH Pandya,18
HH Pandya,R Ashwin,0
HH Pandya,RA Jadeja,0
RA Jadeja,HH Pandya,20
HH Pandya,Mohammed Shami,0
Mohammed Shami,HH Pandya,0
HH Pandya,UT Yadav,8
UT Yadav,HH Pandya,0
CA Pujara,A Mukund,0
A Mukund,CA Pujara,22
A Mukund,V Kohli,0
V Kohli,A Mukund,76
WP Saha,HH Pandya,0
HH Pandya,WP Saha,0
HH Pandya,Kuldeep Yadav,0
Kuldeep Yadav,HH Pandya,26
V Kohli,KD Karthik,0
KD Karthik,V Kohli,20
V Kohli,HH Pandya,0
HH Pandya,V Kohli,15
V Kohli,Mohammed Shami,0
Mohammed Shami,V Kohli,9
V Kohli,I Sharma,1
I Sharma,V Kohli,0
V Kohli,UT Yadav,9
UT Yadav,V Kohli,0
I Sharma,HH Pandya,0
HH Pandya,I Sharma,0
AM Rahane,HH Pandya,0
HH Pandya,AM Rahane,4
AM Rahane,KD Karthik,0
KD Karthik,AM Rahane,1
R Ashwin,Kuldeep Yadav,0
Kuldeep Yadav,R Ashwin,6
HH Pandya,KD Karthik,5
KD Karthik,HH Pandya,0
R Ashwin,I Sharma,0
I Sharma,R Ashwin,2
RR Pant,HH Pandya,0
HH Pandya,RR Pant,6
R Ashwin,RR Pant,4
RR Pant,R Ashwin,0
I Sharma,JJ Bumrah,0
JJ Bumrah,I Sharma,0
AM Rahane,RR Pant,0
RR Pant,AM Rahane,9
CA Pujara,RR Pant,0
RR Pant,CA Pujara,2
CA Pujara,HH Pandya,0
HH Pandya,CA Pujara,4
CA Pujara,Mohammed Shami,0
Mohammed Shami,CA Pujara,6
I Sharma,CA Pujara,6
CA Pujara,I Sharma,0
JJ Bumrah,CA Pujara,0
CA Pujara,JJ Bumrah,36
JJ Bumrah,R Ashwin,0
R Ashwin,JJ Bumrah,21
V Kohli,GH Vihari,0
GH Vihari,V Kohli,12
GH Vihari,RR Pant,0
RR Pant,GH Vihari,27
GH Vihari,RA Jadeja,0
RA Jadeja,GH Vihari,16
RA Jadeja,JJ Bumrah,0
JJ Bumrah,RA Jadeja,4
KL Rahul,GH Vihari,0
GH Vihari,KL Rahul,0
KL Rahul,RR Pant,0
RR Pant,KL Rahul,113
RR Pant,RA Jadeja,0
RA Jadeja,RR Pant,3
Mohammed Shami,JJ Bumrah,0
JJ Bumrah,Mohammed Shami,10
CA Pujara,RG Sharma,0
RG Sharma,CA Pujara,26
HH Pandya,B Kumar,0
B Kumar,HH Pandya,0
B Kumar,Mohammed Shami,0
Mohammed Shami,B Kumar,1
B Kumar,JJ Bumrah,0
JJ Bumrah,B Kumar,0
V Kohli,JJ Bumrah,0
JJ Bumrah,V Kohli,0
PA Patel,RG Sharma,0
RG Sharma,PA Patel,7
RG Sharma,HH Pandya,0
HH Pandya,RG Sharma,6
RG Sharma,Mohammed Shami,65
Mohammed Shami,RG Sharma,0
PA Patel,HH Pandya,0
HH Pandya,PA Patel,0
B Kumar,I Sharma,0
I Sharma,B Kumar,0
AM Rahane,B Kumar,0
B Kumar,AM Rahane,20
CA Pujara,KD Karthik,0
KD Karthik,CA Pujara,3
AM Rahane,I Sharma,0
I Sharma,AM Rahane,5
V Kohli,RR Pant,0
RR Pant,V Kohli,92
Mohammed Shami,RR Pant,2
RR Pant,Mohammed Shami,0
RR Pant,I Sharma,0
I Sharma,RR Pant,12
RR Pant,UT Yadav,0
UT Yadav,RR Pant,4
UT Yadav,JJ Bumrah,0
JJ Bumrah,UT Yadav,4
AM Rahane,GH Vihari,52
GH Vihari,AM Rahane,0
MA Agarwal,GH Vihari,0
GH Vihari,MA Agarwal,21
MA Agarwal,CA Pujara,0
CA Pujara,MA Agarwal,6
RR Pant,RG Sharma,0
RG Sharma,RR Pant,37
MA Agarwal,V Kohli,0
V Kohli,MA Agarwal,30
AM Rahane,MA Agarwal,23
MA Agarwal,AM Rahane,0
MA Agarwal,RG Sharma,14
RG Sharma,MA Agarwal,0
MA Agarwal,RR Pant,0
RR Pant,MA Agarwal,17
KL Rahul,MA Agarwal,18
MA Agarwal,KL Rahul,0
CA Pujara,GH Vihari,0
GH Vihari,CA Pujara,55
KL Rahul,PP Shaw,37
PP Shaw,KL Rahul,0
CA Pujara,PP Shaw,17
PP Shaw,CA Pujara,0
V Kohli,PP Shaw,0
PP Shaw,V Kohli,18
RA Jadeja,Kuldeep Yadav,0
Kuldeep Yadav,RA Jadeja,12
R Ashwin,SN Thakur,0
SN Thakur,R Ashwin,4
RA Jadeja,MA Agarwal,38
MA Agarwal,RA Jadeja,0
UT Yadav,S Nadeem,0
S Nadeem,UT Yadav,0
S Nadeem,Mohammed Shami,0
Mohammed Shami,S Nadeem,10
MA Agarwal,PP Shaw,0
PP Shaw,MA Agarwal,27
CA Pujara,UT Yadav,8
UT Yadav,CA Pujara,0
UT Yadav,GH Vihari,0
GH Vihari,UT Yadav,5
I Sharma,GH Vihari,0
GH Vihari,I Sharma,47
Mohammed Shami,GH Vihari,0
GH Vihari,Mohammed Shami,2
GH Vihari,JJ Bumrah,0
JJ Bumrah,GH Vihari,0
R Dravid,W Jaffer,0
W Jaffer,R Dravid,7
R Dravid,VVS Laxman,0
VVS Laxman,R Dravid,4
SR Tendulkar,VVS Laxman,0
VVS Laxman,SR Tendulkar,32
SC Ganguly,SR Tendulkar,23
SR Tendulkar,SC Ganguly,0
Yuvraj Singh,SR Tendulkar,32
SR Tendulkar,Yuvraj Singh,0
SR Tendulkar,MS Dhoni,0
MS Dhoni,SR Tendulkar,14
A Kumble,SR Tendulkar,7
SR Tendulkar,A Kumble,0
SR Tendulkar,Harbhajan Singh,24
Harbhajan Singh,SR Tendulkar,0
SR Tendulkar,RP Singh,0
RP Singh,SR Tendulkar,13
SR Tendulkar,I Sharma,0
I Sharma,SR Tendulkar,4
R Dravid,SR Tendulkar,46
SR Tendulkar,R Dravid,0
R Dravid,SC Ganguly,34
SC Ganguly,R Dravid,0
SC Ganguly,Yuvraj Singh,0
Yuvraj Singh,SC Ganguly,32
SC Ganguly,MS Dhoni,0
MS Dhoni,SC Ganguly,56
MS Dhoni,A Kumble,0
A Kumble,MS Dhoni,27
A Kumble,Harbhajan Singh,0
Harbhajan Singh,A Kumble,1
A Kumble,RP Singh,2
RP Singh,A Kumble,0
A Kumble,I Sharma,0
I Sharma,A Kumble,16
V Sehwag,W Jaffer,0
W Jaffer,V Sehwag,18
MS Dhoni,VVS Laxman,144
VVS Laxman,MS Dhoni,0
MS Dhoni,IK Pathan,0
IK Pathan,MS Dhoni,25
IK Pathan,A Kumble,0
A Kumble,IK Pathan,5
RP Singh,I Sharma,0
I Sharma,RP Singh,0
V Sehwag,IK Pathan,23
IK Pathan,V Sehwag,0
IK Pathan,R Dravid,0
R Dravid,IK Pathan,3
IK Pathan,SR Tendulkar,0
SR Tendulkar,IK Pathan,13
IK Pathan,SC Ganguly,0
SC Ganguly,IK Pathan,0
IK Pathan,VVS Laxman,0
VVS Laxman,IK Pathan,19
VVS Laxman,A Kumble,0
A Kumble,VVS Laxman,45
VVS Laxman,RP Singh,0
RP Singh,VVS Laxman,0
VVS Laxman,I Sharma,1
I Sharma,VVS Laxman,0
V Sehwag,R Dravid,0
R Dravid,V Sehwag,28
V Sehwag,SR Tendulkar,0
SR Tendulkar,V Sehwag,4
SC Ganguly,V Sehwag,0
V Sehwag,SC Ganguly,0
V Sehwag,VVS Laxman,8
VVS Laxman,V Sehwag,0
MS Dhoni,V Sehwag,0
V Sehwag,MS Dhoni,20
A Kumble,V Sehwag,4
V Sehwag,A Kumble,0
VVS Laxman,Harbhajan Singh,3
Harbhajan Singh,VVS Laxman,0
VVS Laxman,S Sreesanth,0
S Sreesanth,VVS Laxman,0
R Dravid,MS Dhoni,0
MS Dhoni,R Dravid,0
IK Pathan,Harbhajan Singh,0
Harbhajan Singh,IK Pathan,5
IK Pathan,RP Singh,0
RP Singh,IK Pathan,8
IK Pathan,S Sreesanth,0
S Sreesanth,IK Pathan,17
W Jaffer,VVS Laxman,0
VVS Laxman,W Jaffer,6
SC Ganguly,VVS Laxman,0
VVS Laxman,SC Ganguly,34
SC Ganguly,Harbhajan Singh,0
Harbhajan Singh,SC Ganguly,1
SC Ganguly,PP Chawla,0
PP Chawla,SC Ganguly,4
S Sreesanth,SC Ganguly,0
SC Ganguly,S Sreesanth,0
I Sharma,S Sreesanth,0
S Sreesanth,I Sharma,6
W Jaffer,SC Ganguly,0
SC Ganguly,W Jaffer,0
V Sehwag,G Gambhir,0
G Gambhir,V Sehwag,35
G Gambhir,R Dravid,0
R Dravid,G Gambhir,38
VVS Laxman,KD Karthik,0
KD Karthik,VVS Laxman,27
VVS Laxman,Z Khan,0
Z Khan,VVS Laxman,27
G Gambhir,VVS Laxman,0
VVS Laxman,G Gambhir,9
G Gambhir,SR Tendulkar,0
SR Tendulkar,G Gambhir,2
R Dravid,KD Karthik,0
KD Karthik,R Dravid,0
KD Karthik,A Kumble,0
A Kumble,KD Karthik,0
Harbhajan Singh,Z Khan,12
Z Khan,Harbhajan Singh,0
Harbhajan Singh,I Sharma,9
I Sharma,Harbhajan Singh,0
KD Karthik,V Sehwag,0
V Sehwag,KD Karthik,5
V Sehwag,Harbhajan Singh,0
Harbhajan Singh,V Sehwag,1
V Sehwag,Z Khan,0
Z Khan,V Sehwag,2
I Sharma,V Sehwag,0
V Sehwag,I Sharma,6
SC Ganguly,KD Karthik,0
KD Karthik,SC Ganguly,20
SC Ganguly,A Kumble,0
A Kumble,SC Ganguly,0
G Gambhir,SC Ganguly,0
SC Ganguly,G Gambhir,35
VVS Laxman,PA Patel,0
PA Patel,VVS Laxman,11
PA Patel,A Kumble,0
A Kumble,PA Patel,1
Z Khan,I Sharma,0
I Sharma,Z Khan,4
R Dravid,PA Patel,0
PA Patel,R Dravid,1
Z Khan,A Kumble,0
A Kumble,Z Khan,5
SC Ganguly,I Sharma,0
I Sharma,SC Ganguly,9
Harbhajan Singh,MS Dhoni,11
MS Dhoni,Harbhajan Singh,0
MS Dhoni,Z Khan,0
Z Khan,MS Dhoni,17
A Mishra,MS Dhoni,26
MS Dhoni,A Mishra,0
G Gambhir,MS Dhoni,0
MS Dhoni,G Gambhir,6
G Gambhir,I Sharma,0
I Sharma,G Gambhir,5
M Vijay,V Sehwag,8
V Sehwag,M Vijay,0
Harbhajan Singh,A Mishra,0
A Mishra,Harbhajan Singh,0
A Mishra,I Sharma,1
I Sharma,A Mishra,0
Yuvraj Singh,MS Dhoni,41
MS Dhoni,Yuvraj Singh,0
VVS Laxman,Yuvraj Singh,0
Yuvraj Singh,VVS Laxman,25
Z Khan,A Mishra,0
A Mishra,Z Khan,21
G Gambhir,Yuvraj Singh,0
Yuvraj Singh,G Gambhir,8
G Gambhir,Harbhajan Singh,12
Harbhajan Singh,G Gambhir,0
Z Khan,MM Patel,0
MM Patel,Z Khan,0
R Dravid,Yuvraj Singh,0
Yuvraj Singh,R Dravid,23
MM Patel,I Sharma,4
I Sharma,MM Patel,0
I Sharma,R Dravid,0
R Dravid,I Sharma,31
R Dravid,Harbhajan Singh,11
Harbhajan Singh,R Dravid,0
G Gambhir,A Mishra,48
A Mishra,G Gambhir,0
Yuvraj Singh,Harbhajan Singh,0
Harbhajan Singh,Yuvraj Singh,2
Yuvraj Singh,Z Khan,0
Z Khan,Yuvraj Singh,1
Z Khan,S Sreesanth,0
S Sreesanth,Z Khan,4
S Sreesanth,PP Ojha,4
PP Ojha,S Sreesanth,0
S Sreesanth,MS Dhoni,5
MS Dhoni,S Sreesanth,0
MS Dhoni,PP Ojha,0
PP Ojha,MS Dhoni,0
SR Tendulkar,KD Karthik,0
KD Karthik,SR Tendulkar,0
SR Tendulkar,A Mishra,0
A Mishra,SR Tendulkar,84
Z Khan,SR Tendulkar,10
SR Tendulkar,Z Khan,0
SR Tendulkar,S Sreesanth,0
S Sreesanth,SR Tendulkar,3
SR Tendulkar,M Vijay,22
M Vijay,SR Tendulkar,0
M Vijay,MS Dhoni,4
MS Dhoni,M Vijay,0
I Sharma,MS Dhoni,7
MS Dhoni,I Sharma,0
V Sehwag,S Badrinath,0
S Badrinath,V Sehwag,35
S Badrinath,MS Dhoni,0
MS Dhoni,S Badrinath,6
S Badrinath,WP Saha,0
WP Saha,S Badrinath,0
WP Saha,Harbhajan Singh,0
Harbhajan Singh,WP Saha,14
SR Tendulkar,S Badrinath,0
S Badrinath,SR Tendulkar,6
MS Dhoni,WP Saha,0
WP Saha,MS Dhoni,2
WP Saha,Z Khan,0
Z Khan,WP Saha,33
WP Saha,A Mishra,2
A Mishra,WP Saha,0
VVS Laxman,S Badrinath,0
S Badrinath,VVS Laxman,1
A Mishra,VVS Laxman,0
VVS Laxman,A Mishra,17
I Sharma,PP Ojha,0
PP Ojha,I Sharma,1
I Sharma,A Mithun,9
A Mithun,I Sharma,0
A Mithun,VVS Laxman,0
VVS Laxman,A Mithun,21
M Vijay,R Dravid,0
R Dravid,M Vijay,25
SR Tendulkar,SK Raina,0
SK Raina,SR Tendulkar,0
MS Dhoni,A Mithun,0
A Mithun,MS Dhoni,12
VVS Laxman,SK Raina,0
SK Raina,VVS Laxman,3
SK Raina,MS Dhoni,0
MS Dhoni,SK Raina,49
A Mithun,A Mishra,0
A Mishra,A Mithun,27
MS Dhoni,JD Unadkat,0
JD Unadkat,MS Dhoni,1
SR Tendulkar,JD Unadkat,0
JD Unadkat,SR Tendulkar,1
CA Pujara,VVS Laxman,0
VVS Laxman,CA Pujara,31
MS Dhoni,CA Pujara,0
CA Pujara,MS Dhoni,0
CA Pujara,SR Tendulkar,0
SR Tendulkar,CA Pujara,74
SK Raina,Harbhajan Singh,0
Harbhajan Singh,SK Raina,6
Z Khan,SK Raina,0
SK Raina,Z Khan,4
VVS Laxman,PP Ojha,0
PP Ojha,VVS Laxman,5
Harbhajan Singh,PP Ojha,0
PP Ojha,Harbhajan Singh,0
Harbhajan Singh,S Sreesanth,79
S Sreesanth,Harbhajan Singh,0
R Dravid,SK Raina,0
SK Raina,R Dravid,8
G Gambhir,A Mukund,0
A Mukund,G Gambhir,41
A Mukund,R Dravid,0
R Dravid,A Mukund,5
R Dravid,P Kumar,0
P Kumar,R Dravid,0
Z Khan,R Dravid,0
R Dravid,Z Khan,7
SK Raina,P Kumar,1
P Kumar,SK Raina,0
VVS Laxman,A Mukund,34
A Mukund,VVS Laxman,0
SR Tendulkar,A Mukund,0
A Mukund,SR Tendulkar,1
Harbhajan Singh,P Kumar,0
P Kumar,Harbhajan Singh,4
P Kumar,I Sharma,0
I Sharma,P Kumar,2
MS Dhoni,P Kumar,9
P Kumar,MS Dhoni,0
R Dravid,A Mishra,25
A Mishra,R Dravid,0
R Dravid,RP Singh,0
RP Singh,R Dravid,25
R Dravid,S Sreesanth,0
S Sreesanth,R Dravid,0
G Gambhir,RP Singh,0
RP Singh,G Gambhir,0
M Vijay,A Mukund,0
A Mukund,M Vijay,7
R Dravid,V Kohli,0
V Kohli,R Dravid,52
SK Raina,A Mishra,0
A Mishra,SK Raina,6
SK Raina,I Sharma,0
I Sharma,SK Raina,0
M Vijay,VVS Laxman,0
VVS Laxman,M Vijay,17
VVS Laxman,V Kohli,0
V Kohli,VVS Laxman,25
VVS Laxman,P Kumar,0
P Kumar,VVS Laxman,0
P Kumar,A Mithun,0
A Mithun,P Kumar,0
R Ashwin,Z Khan,0
Z Khan,R Ashwin,0
V Kohli,SR Tendulkar,2
SR Tendulkar,V Kohli,0
MS Dhoni,R Ashwin,24
R Ashwin,MS Dhoni,0
MS Dhoni,UT Yadav,0
UT Yadav,MS Dhoni,0
V Kohli,MS Dhoni,4
MS Dhoni,V Kohli,0
MS Dhoni,R Vinay Kumar,0
R Vinay Kumar,MS Dhoni,5
V Kohli,R Vinay Kumar,0
R Vinay Kumar,V Kohli,6
V Kohli,Z Khan,0
Z Khan,V Kohli,0
R Ashwin,R Dravid,0
R Dravid,R Ashwin,2
R Dravid,PP Ojha,0
PP Ojha,R Dravid,3
PP Ojha,UT Yadav,0
UT Yadav,PP Ojha,4
VVS Laxman,R Ashwin,0
R Ashwin,VVS Laxman,4
VR Aaron,R Ashwin,0
R Ashwin,VR Aaron,0
PP Ojha,R Ashwin,0
R Ashwin,PP Ojha,0
V Sehwag,CA Pujara,0
CA Pujara,V Sehwag,7
CA Pujara,Yuvraj Singh,0
Yuvraj Singh,CA Pujara,0
CA Pujara,Z Khan,0
Z Khan,CA Pujara,0
CA Pujara,PP Ojha,0
PP Ojha,CA Pujara,0
CA Pujara,Harbhajan Singh,0
Harbhajan Singh,CA Pujara,21
Z Khan,PP Ojha,0
PP Ojha,Z Khan,0
G Gambhir,V Kohli,0
V Kohli,G Gambhir,3
G Gambhir,R Ashwin,0
R Ashwin,G Gambhir,11
G Gambhir,Z Khan,0
Z Khan,G Gambhir,1
PP Ojha,G Gambhir,0
G Gambhir,PP Ojha,4
V Kohli,Yuvraj Singh,0
Yuvraj Singh,V Kohli,11
MS Dhoni,RA Jadeja,0
RA Jadeja,MS Dhoni,4
PP Chawla,R Ashwin,0
R Ashwin,PP Chawla,1
CA Pujara,SK Raina,0
SK Raina,CA Pujara,3
V Kohli,SK Raina,0
SK Raina,V Kohli,0
MS Dhoni,B Kumar,0
B Kumar,MS Dhoni,5
V Kohli,Harbhajan Singh,0
Harbhajan Singh,V Kohli,0
PP Ojha,V Kohli,0
V Kohli,PP Ojha,5
SR Tendulkar,AM Rahane,0
AM Rahane,SR Tendulkar,7
B Kumar,PP Ojha,0
PP Ojha,B Kumar,0
AM Rahane,MS Dhoni,1
MS Dhoni,AM Rahane,0
Mohammed Shami,Z Khan,0
Z Khan,Mohammed Shami,14
AM Rahane,Z Khan,0
Z Khan,AM Rahane,8
M Vijay,RG Sharma,0
RG Sharma,M Vijay,6
RG Sharma,MS Dhoni,0
MS Dhoni,RG Sharma,5
RA Jadeja,Z Khan,0
Z Khan,RA Jadeja,14
S Dhawan,RG Sharma,4
RG Sharma,S Dhawan,0
S Dhawan,I Sharma,0
I Sharma,S Dhawan,10
MS Dhoni,STR Binny,0
STR Binny,MS Dhoni,5
B Kumar,STR Binny,4
STR Binny,B Kumar,0
RA Jadeja,STR Binny,0
STR Binny,RA Jadeja,31
AM Rahane,STR Binny,1
STR Binny,AM Rahane,0
M Vijay,STR Binny,0
STR Binny,M Vijay,0
RA Jadeja,M Vijay,9
M Vijay,RA Jadeja,0
RA Jadeja,B Kumar,0
B Kumar,RA Jadeja,44
MS Dhoni,Mohammed Shami,0
Mohammed Shami,MS Dhoni,5
Mohammed Shami,Pankaj Singh,0
Pankaj Singh,Mohammed Shami,1
Pankaj Singh,AM Rahane,0
AM Rahane,Pankaj Singh,15
MS Dhoni,VR Aaron,0
VR Aaron,MS Dhoni,1
VR Aaron,Pankaj Singh,0
Pankaj Singh,VR Aaron,0
R Ashwin,Pankaj Singh,0
Pankaj Singh,R Ashwin,0
V Kohli,STR Binny,0
STR Binny,V Kohli,12
STR Binny,R Ashwin,12
R Ashwin,STR Binny,0
VR Aaron,STR Binny,0
STR Binny,VR Aaron,5
I Sharma,STR Binny,0
STR Binny,I Sharma,7
Mohammed Shami,PP Ojha,0
PP Ojha,Mohammed Shami,2
RG Sharma,B Kumar,0
B Kumar,RG Sharma,4
RG Sharma,PP Ojha,0
PP Ojha,RG Sharma,0
S Mandhana,MDT Kamini,0
MDT Kamini,S Mandhana,45
S Mandhana,PG Raut,0
PG Raut,S Mandhana,1
S Mandhana,M Raj,0
M Raj,S Mandhana,3
M Raj,H Kaur,0
H Kaur,M Raj,0
H Kaur,KV Jain,0
KV Jain,H Kaur,0
H Kaur,J Goswami,0
J Goswami,H Kaur,6
J Goswami,N Niranjana,0
N Niranjana,J Goswami,17
N Niranjana,S Pandey,0
S Pandey,N Niranjana,2
S Pandey,S Sharma,0
S Sharma,S Pandey,4
S Sharma,E Bisht,0
E Bisht,S Sharma,0
M Raj,PG Raut,0
PG Raut,M Raj,15
S Pandey,M Raj,0
M Raj,S Pandey,34
WP Saha,KV Sharma,0
KV Sharma,WP Saha,4
Mohammed Shami,VR Aaron,0
VR Aaron,Mohammed Shami,3
KV Sharma,V Kohli,0
V Kohli,KV Sharma,4
KV Sharma,Mohammed Shami,0
Mohammed Shami,KV Sharma,5
VR Aaron,KV Sharma,0
KV Sharma,VR Aaron,4
KV Sharma,I Sharma,0
I Sharma,KV Sharma,1
UT Yadav,VR Aaron,0
VR Aaron,UT Yadav,7
S Dhawan,UT Yadav,0
UT Yadav,S Dhawan,13
KL Rahul,RG Sharma,0
RG Sharma,KL Rahul,32
SK Raina,AM Rahane,0
AM Rahane,SK Raina,2
R Ashwin,Harbhajan Singh,0
Harbhajan Singh,R Ashwin,7
S Dhawan,WP Saha,0
WP Saha,S Dhawan,24
I Sharma,VR Aaron,0
VR Aaron,I Sharma,4
AM Rahane,Harbhajan Singh,0
Harbhajan Singh,AM Rahane,1
A Mishra,VR Aaron,0
VR Aaron,A Mishra,1
RG Sharma,STR Binny,0
STR Binny,RG Sharma,36
STR Binny,WP Saha,0
WP Saha,STR Binny,5
CA Pujara,STR Binny,0
STR Binny,CA Pujara,0
NV Ojha,CA Pujara,0
CA Pujara,NV Ojha,31
CA Pujara,A Mishra,0
A Mishra,CA Pujara,59
STR Binny,NV Ojha,0
NV Ojha,STR Binny,28
NV Ojha,A Mishra,0
A Mishra,NV Ojha,11
WP Saha,M Vijay,0
M Vijay,WP Saha,0
RA Jadeja,A Mishra,0
A Mishra,RA Jadeja,6
WP Saha,VR Aaron,0
VR Aaron,WP Saha,1
RG Sharma,A Mishra,0
A Mishra,RG Sharma,13
