striker,non_striker,runs
IS Sodhi,AY Patel,16
IS Sodhi,KS Williamson,0
KS Williamson,IS Sodhi,3
KS Williamson,AY Patel,13
AY Patel,KS Williamson,4
KS Williamson,TA Boult,7
TA Boult,KS Williamson,0
HM Nicholls,IS Sodhi,11
IS Sodhi,HM Nicholls,4
WER Somerville,BJ Watling,39
BJ Watling,WER Somerville,60
KS Williamson,WER Somerville,9
WER Somerville,KS Williamson,4
TG Southee,LH Ferguson,3
LH Ferguson,TG Southee,1
TA Blundell,TWM Latham,160
TWM Latham,TA Blundell,140
TWM Latham,MJ Santner,11
MJ Santner,TWM Latham,3
TA Blundell,KS Williamson,20
KS Williamson,TA Blundell,36
HM Nicholls,TA Blundell,33
TA Blundell,HM Nicholls,17
TA Blundell,BJ Watling,50
BJ Watling,TA Blundell,22
TA Blundell,MJ Santner,13
MJ Santner,TA Blundell,27
LRPL Taylor,GD Phillips,22
GD Phillips,LRPL Taylor,6
GD Phillips,BJ Watling,9
BJ Watling,GD Phillips,9
GD Phillips,C de Grandhomme,12
C de Grandhomme,GD Phillips,20
GD Phillips,TD Astle,25
TD Astle,GD Phillips,13
WER Somerville,TD Astle,0
TD Astle,WER Somerville,2
TD Astle,N Wagner,0
N Wagner,TD Astle,0
MJ Henry,TD Astle,3
TD Astle,MJ Henry,10
BJ Watling,DJ Mitchell,53
DJ Mitchell,BJ Watling,63
DJ Mitchell,MJ Santner,10
MJ Santner,DJ Mitchell,5
MJ Santner,MJ Henry,13
MJ Henry,MJ Santner,5
C de Grandhomme,TG Southee,3
TG Southee,C de Grandhomme,6
C de Grandhomme,KA Jamieson,33
KA Jamieson,C de Grandhomme,57
AY Patel,C de Grandhomme,4
C de Grandhomme,AY Patel,10
KA Jamieson,N Wagner,30
N Wagner,KA Jamieson,21
TA Boult,KA Jamieson,1
KA Jamieson,TA Boult,6
TG Southee,WER Somerville,6
WER Somerville,TG Southee,0
TA Boult,WER Somerville,44
WER Somerville,TA Boult,19
WER Somerville,AY Patel,10
AY Patel,WER Somerville,14
AJ Redmond,JM How,104
JM How,AJ Redmond,171
JM How,JAH Marshall,23
JAH Marshall,JM How,21
JAH Marshall,LRPL Taylor,21
LRPL Taylor,JAH Marshall,32
BB McCullum,JAH Marshall,18
JAH Marshall,BB McCullum,10
BB McCullum,DR Flynn,154
DR Flynn,BB McCullum,116
BB McCullum,JDP Oram,115
JDP Oram,BB McCullum,50
JDP Oram,DL Vettori,126
DL Vettori,JDP Oram,141
DL Vettori,KD Mills,77
KD Mills,DL Vettori,37
DL Vettori,TG Southee,35
TG Southee,DL Vettori,18
DL Vettori,CS Martin,64
CS Martin,DL Vettori,11
JM How,LRPL Taylor,90
LRPL Taylor,JM How,66
BB McCullum,JM How,31
JM How,BB McCullum,8
DR Flynn,JDP Oram,22
JDP Oram,DR Flynn,101
DR Flynn,DL Vettori,24
DL Vettori,DR Flynn,32
LRPL Taylor,BB McCullum,758
BB McCullum,LRPL Taylor,651
LRPL Taylor,DR Flynn,250
DR Flynn,LRPL Taylor,173
LRPL Taylor,JDP Oram,85
JDP Oram,LRPL Taylor,67
LRPL Taylor,DL Vettori,128
DL Vettori,LRPL Taylor,153
KD Mills,LRPL Taylor,57
LRPL Taylor,KD Mills,29
LRPL Taylor,IE O'Brien,23
IE O'Brien,LRPL Taylor,5
CS Martin,LRPL Taylor,0
LRPL Taylor,CS Martin,12
KD Mills,JDP Oram,8
JDP Oram,KD Mills,21
KD Mills,IE O'Brien,2
IE O'Brien,KD Mills,6
IE O'Brien,CS Martin,27
CS Martin,IE O'Brien,16
JM How,DR Flynn,0
DR Flynn,JM How,0
JM How,GJ Hopkins,13
GJ Hopkins,JM How,2
GJ Hopkins,JDP Oram,14
JDP Oram,GJ Hopkins,29
GJ Hopkins,DL Vettori,3
DL Vettori,GJ Hopkins,7
GJ Hopkins,KD Mills,1
KD Mills,GJ Hopkins,1
GJ Hopkins,IE O'Brien,0
IE O'Brien,GJ Hopkins,0
GJ Hopkins,CS Martin,0
CS Martin,GJ Hopkins,0
GJ Hopkins,DR Flynn,7
DR Flynn,GJ Hopkins,9
JDP Oram,IE O'Brien,4
IE O'Brien,JDP Oram,8
JDP Oram,CS Martin,7
CS Martin,JDP Oram,0
MD Bell,CD Cumming,14
CD Cumming,MD Bell,6
MD Bell,PG Fulton,22
PG Fulton,MD Bell,29
MD Bell,SP Fleming,63
SP Fleming,MD Bell,106
MD Bell,MS Sinclair,34
MS Sinclair,MD Bell,29
MD Bell,JDP Oram,49
JDP Oram,MD Bell,86
DL Vettori,IE O'Brien,143
IE O'Brien,DL Vettori,64
CD Cumming,PG Fulton,7
PG Fulton,CD Cumming,22
SP Fleming,CD Cumming,32
CD Cumming,SP Fleming,34
SP Fleming,MS Sinclair,67
MS Sinclair,SP Fleming,61
SP Fleming,JDP Oram,1
JDP Oram,SP Fleming,1
SP Fleming,BB McCullum,11
BB McCullum,SP Fleming,15
DL Vettori,BB McCullum,465
BB McCullum,DL Vettori,443
MD Bell,JM How,63
JM How,MD Bell,48
JM How,SP Fleming,102
SP Fleming,JM How,161
JM How,MS Sinclair,20
MS Sinclair,JM How,14
KD Mills,JS Patel,14
JS Patel,KD Mills,5
KD Mills,CS Martin,0
CS Martin,KD Mills,0
BB McCullum,MS Sinclair,0
MS Sinclair,BB McCullum,1
LRPL Taylor,MS Sinclair,71
MS Sinclair,LRPL Taylor,66
DL Vettori,JS Patel,59
JS Patel,DL Vettori,43
CS Martin,JS Patel,0
JS Patel,CS Martin,4
SP Fleming,LRPL Taylor,20
LRPL Taylor,SP Fleming,50
DL Vettori,MR Gillespie,4
MR Gillespie,DL Vettori,0
KD Mills,BB McCullum,13
BB McCullum,KD Mills,8
BB McCullum,MR Gillespie,30
MR Gillespie,BB McCullum,9
CS Martin,BB McCullum,0
BB McCullum,CS Martin,25
GD Elliott,MS Sinclair,0
MS Sinclair,GD Elliott,0
GD Elliott,BB McCullum,8
BB McCullum,GD Elliott,9
DL Vettori,GD Elliott,13
GD Elliott,DL Vettori,6
GD Elliott,LRPL Taylor,10
LRPL Taylor,GD Elliott,37
CS Martin,TG Southee,14
TG Southee,CS Martin,133
JM How,JD Ryder,23
JD Ryder,JM How,23
JD Ryder,LRPL Taylor,227
LRPL Taylor,JD Ryder,319
DR Flynn,GD Elliott,44
GD Elliott,DR Flynn,32
DR Flynn,TG Southee,13
TG Southee,DR Flynn,15
IE O'Brien,DR Flynn,1
DR Flynn,IE O'Brien,5
DR Flynn,CS Martin,6
CS Martin,DR Flynn,1
AJ Redmond,JD Ryder,79
JD Ryder,AJ Redmond,71
TG Southee,IE O'Brien,0
IE O'Brien,TG Southee,3
AJ Redmond,LRPL Taylor,18
LRPL Taylor,AJ Redmond,9
PG Fulton,LRPL Taylor,99
LRPL Taylor,PG Fulton,140
PG Fulton,JM How,1
JM How,PG Fulton,4
PG Fulton,DR Flynn,3
DR Flynn,PG Fulton,13
PG Fulton,BB McCullum,72
BB McCullum,PG Fulton,49
BB McCullum,TG Southee,87
TG Southee,BB McCullum,117
BB McCullum,IE O'Brien,117
IE O'Brien,BB McCullum,28
JD Ryder,BB McCullum,178
BB McCullum,JD Ryder,140
MJ Guptill,TG McIntosh,267
TG McIntosh,MJ Guptill,168
TG McIntosh,DR Flynn,44
DR Flynn,TG McIntosh,20
TG McIntosh,LRPL Taylor,139
LRPL Taylor,TG McIntosh,271
JD Ryder,JEC Franklin,64
JEC Franklin,JD Ryder,52
JD Ryder,DL Vettori,128
DL Vettori,JD Ryder,182
JD Ryder,KD Mills,0
KD Mills,JD Ryder,0
JD Ryder,IE O'Brien,21
IE O'Brien,JD Ryder,8
JD Ryder,CS Martin,4
CS Martin,JD Ryder,0
MJ Guptill,DR Flynn,225
DR Flynn,MJ Guptill,185
DR Flynn,KD Mills,4
KD Mills,DR Flynn,2
DR Flynn,JD Ryder,17
JD Ryder,DR Flynn,33
DR Flynn,JEC Franklin,31
JEC Franklin,DR Flynn,42
LRPL Taylor,JEC Franklin,146
JEC Franklin,LRPL Taylor,100
JEC Franklin,BB McCullum,11
BB McCullum,JEC Franklin,10
JEC Franklin,DL Vettori,0
DL Vettori,JEC Franklin,9
MJ Guptill,JM How,0
JM How,MJ Guptill,1
JS Patel,BB McCullum,23
BB McCullum,JS Patel,26
IE O'Brien,JS Patel,1
JS Patel,IE O'Brien,0
TG McIntosh,JS Patel,17
JS Patel,TG McIntosh,26
TG McIntosh,JD Ryder,30
JD Ryder,TG McIntosh,21
JD Ryder,JDP Oram,25
JDP Oram,JD Ryder,18
LRPL Taylor,JS Patel,33
JS Patel,LRPL Taylor,8
PG Fulton,GD Elliott,11
GD Elliott,PG Fulton,7
DL Vettori,SE Bond,15
SE Bond,DL Vettori,8
SE Bond,IE O'Brien,14
IE O'Brien,SE Bond,12
TG McIntosh,PG Fulton,4
PG Fulton,TG McIntosh,0
TG McIntosh,GD Elliott,5
GD Elliott,TG McIntosh,11
SE Bond,GD Elliott,7
GD Elliott,SE Bond,7
GD Elliott,IE O'Brien,3
IE O'Brien,GD Elliott,4
CS Martin,GD Elliott,1
GD Elliott,CS Martin,2
DL Vettori,DR Tuffey,50
DR Tuffey,DL Vettori,40
DR Tuffey,IE O'Brien,42
IE O'Brien,DR Tuffey,19
CS Martin,DR Tuffey,1
DR Tuffey,CS Martin,13
BJ Watling,TG McIntosh,137
TG McIntosh,BJ Watling,123
DR Tuffey,TG Southee,5
TG Southee,DR Tuffey,4
BJ Watling,PJ Ingram,4
PJ Ingram,BJ Watling,34
LRPL Taylor,PJ Ingram,1
PJ Ingram,LRPL Taylor,8
MJ Guptill,DL Vettori,63
DL Vettori,MJ Guptill,91
MJ Guptill,BB McCullum,602
BB McCullum,MJ Guptill,919
MJ Guptill,DR Tuffey,7
DR Tuffey,MJ Guptill,16
JS Patel,DR Tuffey,12
DR Tuffey,JS Patel,15
TG McIntosh,PJ Ingram,38
PJ Ingram,TG McIntosh,19
BJ Arnel,TG Southee,8
TG Southee,BJ Arnel,48
DL Vettori,TG McIntosh,18
TG McIntosh,DL Vettori,24
DR Tuffey,BB McCullum,32
BB McCullum,DR Tuffey,41
DR Tuffey,BJ Arnel,1
BJ Arnel,DR Tuffey,3
MS Sinclair,BJ Watling,12
BJ Watling,MS Sinclair,21
MJ Guptill,MS Sinclair,8
MS Sinclair,MJ Guptill,4
MJ Guptill,JS Patel,7
JS Patel,MJ Guptill,3
MJ Guptill,TG Southee,3
TG Southee,MJ Guptill,21
BB McCullum,TG McIntosh,130
TG McIntosh,BB McCullum,65
BB McCullum,BJ Watling,412
BJ Watling,BB McCullum,267
JD Ryder,KS Williamson,123
KS Williamson,JD Ryder,99
KS Williamson,DL Vettori,74
DL Vettori,KS Williamson,88
JS Patel,GJ Hopkins,14
GJ Hopkins,JS Patel,14
JS Patel,HK Bennett,0
HK Bennett,JS Patel,0
HK Bennett,CS Martin,4
CS Martin,HK Bennett,3
JD Ryder,GJ Hopkins,33
GJ Hopkins,JD Ryder,11
JD Ryder,TG Southee,14
TG Southee,JD Ryder,5
BJ Arnel,CS Martin,22
CS Martin,BJ Arnel,10
BB McCullum,KS Williamson,752
KS Williamson,BB McCullum,569
GJ Hopkins,BB McCullum,13
BB McCullum,GJ Hopkins,38
TG Southee,GJ Hopkins,11
GJ Hopkins,TG Southee,3
GJ Hopkins,BJ Arnel,0
BJ Arnel,GJ Hopkins,1
TG Southee,AJ McKay,32
AJ McKay,TG Southee,25
MJ Guptill,GJ Hopkins,0
GJ Hopkins,MJ Guptill,0
GJ Hopkins,LRPL Taylor,3
LRPL Taylor,GJ Hopkins,15
AJ McKay,CS Martin,0
CS Martin,AJ McKay,0
MJ Guptill,JD Ryder,10
JD Ryder,MJ Guptill,22
KS Williamson,RA Young,4
RA Young,KS Williamson,14
KS Williamson,TG Southee,80
TG Southee,KS Williamson,85
KS Williamson,BJ Arnel,5
BJ Arnel,KS Williamson,7
RA Young,DL Vettori,84
DL Vettori,RA Young,97
RA Young,TG Southee,9
TG Southee,RA Young,25
RA Young,BJ Arnel,4
BJ Arnel,RA Young,1
RA Young,LRPL Taylor,26
LRPL Taylor,RA Young,46
BJ Arnel,DL Vettori,1
DL Vettori,BJ Arnel,15
JD Ryder,DG Brownlie,28
DG Brownlie,JD Ryder,14
DL Vettori,DG Brownlie,160
DG Brownlie,DL Vettori,135
DG Brownlie,RA Young,7
RA Young,DG Brownlie,3
DG Brownlie,DAJ Bracewell,56
DAJ Bracewell,DG Brownlie,26
TG Southee,DG Brownlie,39
DG Brownlie,TG Southee,35
CS Martin,DG Brownlie,1
DG Brownlie,CS Martin,4
MJ Guptill,DAJ Bracewell,15
DAJ Bracewell,MJ Guptill,21
DAJ Bracewell,KS Williamson,54
KS Williamson,DAJ Bracewell,52
DAJ Bracewell,LRPL Taylor,13
LRPL Taylor,DAJ Bracewell,27
DAJ Bracewell,JD Ryder,0
JD Ryder,DAJ Bracewell,10
CS Martin,RA Young,0
RA Young,CS Martin,5
BB McCullum,DG Brownlie,93
DG Brownlie,BB McCullum,99
DG Brownlie,TA Boult,4
TA Boult,DG Brownlie,0
TA Boult,CS Martin,51
CS Martin,TA Boult,7
LRPL Taylor,DG Brownlie,91
DG Brownlie,LRPL Taylor,62
DAJ Bracewell,RA Young,5
RA Young,DAJ Bracewell,18
DAJ Bracewell,TG Southee,35
TG Southee,DAJ Bracewell,80
TA Boult,DAJ Bracewell,25
DAJ Bracewell,TA Boult,36
DAJ Bracewell,BJ Watling,91
BJ Watling,DAJ Bracewell,91
MJ Guptill,RJ Nicol,16
RJ Nicol,MJ Guptill,18
CFK van Wyk,DL Vettori,41
DL Vettori,CFK van Wyk,80
CFK van Wyk,DAJ Bracewell,118
DAJ Bracewell,CFK van Wyk,87
BB McCullum,RJ Nicol,27
RJ Nicol,BB McCullum,10
CFK van Wyk,MR Gillespie,21
MR Gillespie,CFK van Wyk,21
MR Gillespie,BJ Arnel,20
BJ Arnel,MR Gillespie,2
KS Williamson,CFK van Wyk,62
CFK van Wyk,KS Williamson,59
DAJ Bracewell,MR Gillespie,0
MR Gillespie,DAJ Bracewell,0
DG Brownlie,KS Williamson,110
KS Williamson,DG Brownlie,132
MR Gillespie,CS Martin,10
CS Martin,MR Gillespie,2
BJ Watling,DG Brownlie,115
DG Brownlie,BJ Watling,105
RA Young,JS Patel,6
JS Patel,RA Young,12
MJ Guptill,N Wagner,4
N Wagner,MJ Guptill,2
DG Brownlie,CFK van Wyk,9
CFK van Wyk,DG Brownlie,6
CS Martin,DAJ Bracewell,4
DAJ Bracewell,CS Martin,38
N Wagner,DG Brownlie,2
DG Brownlie,N Wagner,5
CFK van Wyk,CS Martin,14
CS Martin,CFK van Wyk,0
MJ Guptill,DG Brownlie,9
DG Brownlie,MJ Guptill,12
MJ Guptill,CFK van Wyk,5
CFK van Wyk,MJ Guptill,1
CFK van Wyk,N Wagner,0
N Wagner,CFK van Wyk,0
N Wagner,BB McCullum,6
BB McCullum,N Wagner,21
KS Williamson,DR Flynn,49
DR Flynn,KS Williamson,27
KS Williamson,JEC Franklin,20
JEC Franklin,KS Williamson,24
JEC Franklin,CFK van Wyk,33
CFK van Wyk,JEC Franklin,33
JEC Franklin,DAJ Bracewell,6
DAJ Bracewell,JEC Franklin,35
JEC Franklin,JS Patel,7
JS Patel,JEC Franklin,18
JEC Franklin,TA Boult,10
TA Boult,JEC Franklin,5
JEC Franklin,CS Martin,0
CS Martin,JEC Franklin,0
JS Patel,CFK van Wyk,2
CFK van Wyk,JS Patel,10
JS Patel,TA Boult,34
TA Boult,JS Patel,12
LRPL Taylor,CFK van Wyk,19
CFK van Wyk,LRPL Taylor,12
JS Patel,DAJ Bracewell,0
DAJ Bracewell,JS Patel,0
HD Rutherford,PG Fulton,385
PG Fulton,HD Rutherford,268
KS Williamson,PG Fulton,245
PG Fulton,KS Williamson,235
BP Martin,BJ Watling,19
BJ Watling,BP Martin,36
HD Rutherford,KS Williamson,194
KS Williamson,HD Rutherford,185
N Wagner,BP Martin,16
BP Martin,N Wagner,22
BB McCullum,DAJ Bracewell,2
DAJ Bracewell,BB McCullum,1
HD Rutherford,LRPL Taylor,45
LRPL Taylor,HD Rutherford,21
DAJ Bracewell,N Wagner,34
N Wagner,DAJ Bracewell,24
BJ Watling,DR Flynn,0
DR Flynn,BJ Watling,0
DR Flynn,DAJ Bracewell,23
DAJ Bracewell,DR Flynn,26
DR Flynn,JS Patel,13
JS Patel,DR Flynn,29
DR Flynn,TA Boult,5
TA Boult,DR Flynn,1
DG Brownlie,DR Flynn,21
DR Flynn,DG Brownlie,14
BJ Watling,JEC Franklin,14
JEC Franklin,BJ Watling,9
BJ Watling,C Munro,6
C Munro,BJ Watling,15
BP Martin,BB McCullum,32
BB McCullum,BP Martin,49
BP Martin,TA Boult,0
TA Boult,BP Martin,2
DG Brownlie,PG Fulton,33
PG Fulton,DG Brownlie,40
DR Flynn,CFK van Wyk,11
CFK van Wyk,DR Flynn,12
CFK van Wyk,TG Southee,6
TG Southee,CFK van Wyk,26
CFK van Wyk,TA Boult,8
TA Boult,CFK van Wyk,13
DR Flynn,TD Astle,6
TD Astle,DR Flynn,3
LRPL Taylor,TD Astle,58
TD Astle,LRPL Taylor,35
PG Fulton,AJ Redmond,1
AJ Redmond,PG Fulton,20
LRPL Taylor,CJ Anderson,61
CJ Anderson,LRPL Taylor,107
HD Rutherford,AJ Redmond,6
AJ Redmond,HD Rutherford,6
BB McCullum,CJ Anderson,166
CJ Anderson,BB McCullum,142
BB McCullum,IS Sodhi,30
IS Sodhi,BB McCullum,23
BB McCullum,TA Boult,7
TA Boult,BB McCullum,1
KS Williamson,CJ Anderson,132
CJ Anderson,KS Williamson,213
JDS Neesham,TG Southee,30
TG Southee,JDS Neesham,35
HD Rutherford,TWM Latham,112
TWM Latham,HD Rutherford,102
BB McCullum,TWM Latham,255
TWM Latham,BB McCullum,148
BB McCullum,JDS Neesham,229
JDS Neesham,BB McCullum,185
JDS Neesham,N Wagner,35
N Wagner,JDS Neesham,2
BP Martin,CJ Anderson,1
CJ Anderson,BP Martin,1
BJ Watling,CJ Anderson,72
CJ Anderson,BJ Watling,104
PG Fulton,TWM Latham,1
TWM Latham,PG Fulton,8
TWM Latham,IS Sodhi,3
IS Sodhi,TWM Latham,4
TWM Latham,JDS Neesham,51
JDS Neesham,TWM Latham,31
LRPL Taylor,JDS Neesham,55
JDS Neesham,LRPL Taylor,33
LRPL Taylor,MD Craig,47
MD Craig,LRPL Taylor,53
LRPL Taylor,TA Boult,17
TA Boult,LRPL Taylor,24
BJ Watling,HD Rutherford,6
HD Rutherford,BJ Watling,13
JDS Neesham,MD Craig,35
MD Craig,JDS Neesham,29
N Wagner,MD Craig,6
MD Craig,N Wagner,19
MD Craig,TA Boult,89
TA Boult,MD Craig,78
KS Williamson,MD Craig,21
MD Craig,KS Williamson,28
TWM Latham,CJ Anderson,41
CJ Anderson,TWM Latham,57
CJ Anderson,JDS Neesham,1
JDS Neesham,CJ Anderson,0
CJ Anderson,MD Craig,29
MD Craig,CJ Anderson,25
MD Craig,TG Southee,102
TG Southee,MD Craig,169
MD Craig,IS Sodhi,41
IS Sodhi,MD Craig,43
CJ Anderson,DL Vettori,25
DL Vettori,CJ Anderson,15
MJ Henry,TG Southee,0
TG Southee,MJ Henry,0
MD Craig,L Ronchi,0
L Ronchi,MD Craig,1
MJ Henry,MD Craig,39
MD Craig,MJ Henry,8
MD Craig,DAJ Bracewell,17
DAJ Bracewell,MD Craig,18
BB McCullum,MD Craig,0
MD Craig,BB McCullum,0
LRPL Taylor,MJ Henry,23
MJ Henry,LRPL Taylor,6
MJ Santner,BB McCullum,20
BB McCullum,MJ Santner,16
MJ Santner,DAJ Bracewell,23
DAJ Bracewell,MJ Santner,12
MJ Guptill,MJ Santner,13
MJ Santner,MJ Guptill,12
HM Nicholls,BB McCullum,11
BB McCullum,HM Nicholls,10
HM Nicholls,CJ Anderson,9
CJ Anderson,HM Nicholls,0
CJ Anderson,DAJ Bracewell,4
DAJ Bracewell,CJ Anderson,5
HM Nicholls,DAJ Bracewell,19
DAJ Bracewell,HM Nicholls,31
TA Boult,HM Nicholls,0
HM Nicholls,TA Boult,0
