striker,non_striker,runs
JP Faulkner,SR Watson,4
BJ Haddin,JP Faulkner,0
JP Faulkner,BJ Haddin,6
JP Faulkner,MJ Clarke,12
MJ Clarke,JP Faulkner,5
EJM Cowan,RJ Quiney,4
RJ Quiney,EJM Cowan,9
MJ Clarke,MS Wade,133
MS Wade,MJ Clarke,120
DA Warner,RJ Quiney,0
RJ Quiney,DA Warner,0
JL Pattinson,MS Wade,7
MS Wade,JL Pattinson,5
NM Lyon,RT Ponting,0
RT Ponting,NM Lyon,1
MS Wade,JW Hastings,23
JW Hastings,MS Wade,16
JW Hastings,MG Johnson,17
MG Johnson,JW Hastings,10
JW Hastings,MA Starc,19
MA Starc,JW Hastings,13
EJM Cowan,PJ Hughes,72
PJ Hughes,EJM Cowan,127
PJ Hughes,MS Wade,3
MS Wade,PJ Hughes,9
MEK Hussey,MA Starc,1
MA Starc,MEK Hussey,5
MG Johnson,JM Bird,9
JM Bird,MG Johnson,0
MG Johnson,MS Wade,13
MS Wade,MG Johnson,22
MS Wade,JM Bird,32
JM Bird,MS Wade,6
SPD Smith,GJ Bailey,22
GJ Bailey,SPD Smith,11
NM Lyon,BJ Haddin,19
BJ Haddin,NM Lyon,34
MJ Clarke,GJ Bailey,53
GJ Bailey,MJ Clarke,82
GJ Bailey,BJ Haddin,9
BJ Haddin,GJ Bailey,21
SR Watson,GJ Bailey,19
GJ Bailey,SR Watson,6
MG Johnson,GJ Bailey,0
GJ Bailey,MG Johnson,29
CJL Rogers,GJ Bailey,60
GJ Bailey,CJL Rogers,46
CJL Rogers,MG Johnson,20
MG Johnson,CJL Rogers,13
CJL Rogers,RJ Harris,12
RJ Harris,CJL Rogers,9
MM Lanning,SJ Elliott,62
SJ Elliott,MM Lanning,34
SJ Elliott,JE Cameron,29
JE Cameron,SJ Elliott,54
SJ Elliott,AJ Blackwell,51
AJ Blackwell,SJ Elliott,42
AJ Blackwell,JM Fields,19
JM Fields,AJ Blackwell,32
AJ Blackwell,EA Osborne,7
EA Osborne,AJ Blackwell,2
EA Osborne,EA Perry,8
EA Perry,EA Osborne,31
AJ Blackwell,JE Cameron,8
JE Cameron,AJ Blackwell,20
EA Osborne,JM Fields,28
JM Fields,EA Osborne,52
MC Henriques,MJ Clarke,81
MJ Clarke,MC Henriques,87
MC Henriques,PM Siddle,3
PM Siddle,MC Henriques,2
MC Henriques,JL Pattinson,13
JL Pattinson,MC Henriques,11
MC Henriques,MA Starc,6
MA Starc,MC Henriques,8
NM Lyon,MC Henriques,11
MC Henriques,NM Lyon,51
MJ Clarke,GJ Maxwell,3
GJ Maxwell,MJ Clarke,13
MJ Clarke,JL Pattinson,0
JL Pattinson,MJ Clarke,0
JL Pattinson,XJ Doherty,1
XJ Doherty,JL Pattinson,1
EJM Cowan,MS Wade,0
MS Wade,EJM Cowan,3
MS Wade,MC Henriques,0
MC Henriques,MS Wade,0
EJM Cowan,SPD Smith,20
SPD Smith,EJM Cowan,29
SPD Smith,MC Henriques,0
MC Henriques,SPD Smith,0
NM Lyon,XJ Doherty,4
XJ Doherty,NM Lyon,5
PJ Hughes,NM Lyon,15
NM Lyon,PJ Hughes,18
BJ Haddin,MC Henriques,1
MC Henriques,BJ Haddin,2
MA Starc,XJ Doherty,24
XJ Doherty,MA Starc,18
CJL Rogers,AJ Doolan,20
AJ Doolan,CJL Rogers,13
AJ Doolan,SE Marsh,31
SE Marsh,AJ Doolan,45
SE Marsh,BJ Haddin,13
BJ Haddin,SE Marsh,13
SE Marsh,MG Johnson,22
MG Johnson,SE Marsh,24
DA Warner,AJ Doolan,212
AJ Doolan,DA Warner,142
SE Marsh,CJL Rogers,13
CJL Rogers,SE Marsh,15
NM Lyon,GJ Maxwell,3
GJ Maxwell,NM Lyon,37
MJ Clarke,MR Marsh,42
MR Marsh,MJ Clarke,60
MR Marsh,BJ Haddin,19
BJ Haddin,MR Marsh,10
MG Johnson,MR Marsh,2
MR Marsh,MG Johnson,12
MR Marsh,PM Siddle,29
PM Siddle,MR Marsh,28
MJ Clarke,AC Voges,31
AC Voges,MJ Clarke,36
AC Voges,SR Watson,20
SR Watson,AC Voges,40
SR Watson,NM Lyon,1
NM Lyon,SR Watson,6
MG Johnson,MA Starc,79
MA Starc,MG Johnson,30
MG Johnson,JR Hazlewood,5
JR Hazlewood,MG Johnson,15
PM Nevill,MG Johnson,62
MG Johnson,PM Nevill,49
CJL Rogers,AC Voges,26
AC Voges,CJL Rogers,16
MR Marsh,CJL Rogers,0
CJL Rogers,MR Marsh,4
CJL Rogers,PM Nevill,1
PM Nevill,CJL Rogers,2
MA Starc,CJL Rogers,10
CJL Rogers,MA Starc,6
DA Warner,AC Voges,9
AC Voges,DA Warner,10
DA Warner,MR Marsh,43
MR Marsh,DA Warner,27
DA Warner,PM Nevill,24
PM Nevill,DA Warner,12
MJ Clarke,PM Nevill,5
PM Nevill,MJ Clarke,0
AC Voges,MG Johnson,29
MG Johnson,AC Voges,25
AC Voges,MA Starc,1
MA Starc,AC Voges,0
JR Hazlewood,AC Voges,47
AC Voges,JR Hazlewood,60
NM Lyon,AC Voges,62
AC Voges,NM Lyon,83
SE Marsh,JA Burns,66
JA Burns,SE Marsh,59
SE Marsh,RJ Harris,42
RJ Harris,SE Marsh,21
JA Burns,BJ Haddin,61
BJ Haddin,JA Burns,40
NE Bolton,EJ Villani,27
EJ Villani,NE Bolton,33
NE Bolton,MM Lanning,3
MM Lanning,NE Bolton,3
NE Bolton,EA Perry,8
EA Perry,NE Bolton,18
EA Perry,AJ Blackwell,0
AJ Blackwell,EA Perry,3
AJ Blackwell,JL Jonassen,42
JL Jonassen,AJ Blackwell,62
JL Jonassen,AJ Healy,37
AJ Healy,JL Jonassen,39
SJ Coyte,JL Jonassen,3
JL Jonassen,SJ Coyte,7
JL Jonassen,ML Schutt,8
ML Schutt,JL Jonassen,11
JL Jonassen,KM Beams,39
KM Beams,JL Jonassen,26
KM Beams,HL Ferling,0
HL Ferling,KM Beams,0
AJ Blackwell,NE Bolton,5
NE Bolton,AJ Blackwell,23
AJ Blackwell,AJ Healy,4
AJ Healy,AJ Blackwell,9
BJ Haddin,AC Voges,8
AC Voges,BJ Haddin,6
MR Marsh,PM Nevill,55
PM Nevill,MR Marsh,36
PM Nevill,SE Marsh,8
SE Marsh,PM Nevill,7
AC Voges,PM Siddle,48
PM Siddle,AC Voges,49
AC Voges,JM Bird,27
JM Bird,AC Voges,3
PM Nevill,JL Pattinson,0
JL Pattinson,PM Nevill,1
AC Voges,SNJ O'Keefe,12
SNJ O'Keefe,AC Voges,11
PM Nevill,SNJ O'Keefe,0
SNJ O'Keefe,PM Nevill,4
MR Marsh,JR Hazlewood,1
JR Hazlewood,MR Marsh,3
MR Marsh,JM Holland,13
JM Holland,MR Marsh,0
PM Nevill,JM Holland,0
JM Holland,PM Nevill,0
AC Voges,MC Henriques,4
MC Henriques,AC Voges,4
MC Henriques,DA Warner,4
DA Warner,MC Henriques,8
MR Marsh,MC Henriques,1
MC Henriques,MR Marsh,0
